"siteID","date","hgDepositionUGM2","filename"
"LKC",1996-02-21,0.0232,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-02-24,0.0725,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-02-24,0.0218,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-02-28,0.0773,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-03-07,0.0052,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-03-08,0.006,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-03-20,0.0143,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-01,0.0114,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-11,0.0525,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-13,0.0974,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-14,0.0093,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-21,0.3063,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-22,0.1733,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-23,0.2256,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-25,0.0581,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-26,0.2265,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-04-30,0.0385,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-03,0.0624,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-04,0.0738,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-10,0.1187,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-10,0.0564,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-11,0.0945,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-12,0.0313,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-18,0.1837,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-19,0.1033,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-20,0.0733,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-21,0.022,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-28,0.1504,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-05-29,0.0715,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-03,0.0536,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-07,0.2643,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-07,0.1681,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-12,0.1692,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-13,0.4242,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-22,0.1232,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-24,0.0565,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-25,0.0578,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-27,0.0439,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-06-30,0.06,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-03,0.0997,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-04,0.0612,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-08,0.0836,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-09,0.0541,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-10,0.0408,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-13,0.0238,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-14,0.1192,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-15,0.0505,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-19,0.1542,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-20,0.2593,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-23,0.069,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-25,0.0563,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-26,0.3599,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-27,0.0797,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-07-31,0.0676,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-08-01,0.1208,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-08-09,0.0294,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-08-20,0.0853,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-08-23,0.0605,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-08-26,0.1283,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-08-27,0.0263,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-09-07,0.0607,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-09-09,0.0605,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-09-13,0.0127,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-09-16,0.0223,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-09-23,0.0725,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-09-24,0.0566,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-09-28,0.4777,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-09-28,0.2102,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-10-03,0.042,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-10-08,0.0419,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-10-10,0.1085,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-10-13,0.0819,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-10-20,0.1418,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-10-22,0.0173,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-10-22,0.0132,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-10-24,0.0459,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-10-30,0.1004,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-11-02,0.0364,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-11-08,0.1992,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-11-09,0.0114,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-11-11,0.0145,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-11-19,0.0444,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-11-20,0.0067,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-11-25,0.0182,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-12-02,0.0114,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-12-07,0.0208,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-12-08,0.0118,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-12-14,0.0077,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-12-19,0.0214,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-12-23,0.0704,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-12-24,0.025,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1996-12-29,0.0764,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-01-02,0.035,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-01-05,0.0216,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-01-09,0.0189,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-01-10,0.0125,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-01-12,0.0114,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-01-16,0.0167,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-01-22,0.0454,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-01-24,0.0164,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-01-25,0.0121,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-02-04,0.0134,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-02-12,0.0079,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-02-21,0.0952,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-02-21,0.0344,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-02-22,0.0487,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-02-27,0.0196,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-03-01,0.0197,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-03-05,0.0556,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-03-14,0.027,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-03-25,0.0214,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-03-29,0.0286,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-03-31,0.023,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-04-06,0.2846,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-04-12,0.0218,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-04-18,0.0876,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-04-28,0.2375,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-01,0.2347,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-03,0.0636,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-06,0.1021,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-10,0.0516,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-10,0.0129,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-12,0.1247,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-15,0.0863,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-16,0.0922,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-18,0.0194,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-19,0.1131,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-22,0.1723,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-25,0.0578,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-05-30,0.0558,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-06-01,0.1597,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-06-12,0.0639,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-06-13,0.1319,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-06-17,0.1909,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-06-18,0.1939,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-06-22,0.1899,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-06-22,0.1378,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-06-26,0.0682,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-07-02,0.0286,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-07-03,0.1804,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-07-04,0.0219,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-07-09,0.6025,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-07-13,0.1059,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-07-14,0.7437,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-07-15,0.5304,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-07-19,0.0351,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-07-28,0.1085,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-08-02,0.1916,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-08-11,0.1522,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-08-13,0.2205,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-08-15,0.1795,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-08-21,0.0939,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-08-27,0.1009,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-08-28,0.0694,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-08-31,0.0729,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-03,0.0378,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-11,0.0966,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-12,0.1034,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-14,0.0164,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-15,0.0419,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-17,0.0737,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-19,0.1722,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-20,0.0463,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-23,0.2342,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-26,0.0713,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-29,0.2704,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-09-30,0.0599,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-10-03,0.0282,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-10-05,0.025,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-10-14,0.0715,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-10-20,0.0411,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-10-23,0.0596,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-10-27,0.093,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-01,0.0282,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-02,0.0614,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-04,0.0742,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-09,0.0697,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-14,0.031,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-15,0.0062,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-21,0.038,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-26,0.1173,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-28,0.0502,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-11-30,0.0482,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-12-05,0.0834,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-12-07,0.0319,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-12-13,0.0228,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-12-23,0.0116,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-12-25,0.0513,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-12-30,0.0578,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1997-12-30,0.0118,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-01-05,0.2807,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-01-05,0.1321,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-01-15,0.0373,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-01-20,0.0263,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-01-23,0.0357,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-02-12,0.0387,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-02-12,0.0237,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-02-17,0.0459,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-02-19,0.0367,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-02-20,0.0198,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-02-24,0.0338,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-02-28,0.0346,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-02,0.0159,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-04,0.0176,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-07,0.0303,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-08,0.041,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-09,0.1637,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-14,0.0793,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-18,0.0327,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-19,0.0178,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-21,0.0744,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-22,0.0155,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-26,0.0492,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-28,0.0529,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-03-31,0.0815,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-04-01,0.1637,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-04-01,0.0987,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-04-02,0.0766,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-04-04,0.0148,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-04-16,0.046,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-04-17,0.1478,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-04-19,0.1191,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-04-20,0.0601,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-04-25,0.0441,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-02,0.0544,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-04,0.0388,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-05,0.0304,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-06,0.0406,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-08,0.0674,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-09,0.0419,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-10,0.0254,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-17,0.1772,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-20,0.1626,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-21,0.0147,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-29,0.1551,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-05-31,0.6465,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-02,0.3191,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-04,0.0684,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-06,0.0238,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-08,0.0403,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-12,0.0811,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-13,0.1161,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-15,0.0215,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-17,0.3144,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-18,0.1776,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-22,0.2509,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-25,0.3382,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-26,0.2057,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-27,0.0119,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-06-29,0.0623,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-01,0.1721,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-04,0.2089,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-08,0.2373,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-09,0.1924,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-10,0.233,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-16,0.5486,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-17,0.1894,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-20,0.0757,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-23,0.1371,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-28,0.1183,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-29,0.2351,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-29,0.0259,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-07-30,0.0776,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-06,0.0573,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-10,0.1737,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-11,0.3248,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-16,0.0866,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-20,0.0444,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-22,0.1118,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-24,0.4143,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-24,0.2755,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-25,0.0626,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-08-29,0.1055,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-02,0.0928,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-03,0.1089,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-07,0.086,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-08,0.0438,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-09,0.1097,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-12,0.0373,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-14,0.1069,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-15,0.4845,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-22,0.042,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-26,0.4225,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-27,0.3134,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-28,0.0166,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-09-30,0.3549,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-07,0.2359,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-08,0.0201,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-10,0.0102,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-11,0.0104,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-14,0.0304,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-14,0.0212,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-15,0.0214,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-21,0.0157,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-28,0.2057,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-10-30,0.007,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-01,0.0571,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-02,0.0195,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-03,0.0087,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-10,0.0944,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-12,0.0299,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-14,0.1374,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-16,0.0117,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-20,0.0448,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-21,0.0123,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-24,0.0096,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-11-26,0.0797,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-12-03,0.0491,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-12-05,0.0213,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-12-10,0.0402,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-12-16,0.0114,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-12-19,0.0472,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-12-21,0.072,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1998-12-30,0.0118,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-01-01,0.0066,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-01-03,0.0777,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-01-08,0.0451,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-01-13,0.0175,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-01-14,0.0784,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-01-18,0.0334,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-01-22,0.049,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-01-24,0.0599,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-01-27,0.0171,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-02-02,0.0411,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-02-10,0.0092,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-02-12,0.0953,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-02-13,0.0155,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-02-28,0.1177,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-01,0.0191,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-03,0.0411,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-04,0.012,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-06,0.0128,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-11,0.0188,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-12,0.0202,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-15,0.0106,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-18,0.0175,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-21,0.099,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-22,0.0565,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-03-30,0.0337,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-04-03,0.1512,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-04-03,0.1222,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-04-07,0.0532,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-04-16,0.0203,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-04-17,0.0201,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-05-04,0.0511,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-05-08,0.0537,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-05-09,0.021,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-05-19,0.1563,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-05-24,0.0818,"PMRC Wet Deposition Hg 1999-2003"
"LKC",1999-05-25,0.0459,"PMRC Wet Deposition Hg 1999-2003"
