"date","siteID","sampleNumber","precipSampVolML","precipAmountCM","hgConcentrationNGL","hgDepositionUGM2","filename"
1999-03-06,"LKC",718,147,0.76963,1.675,0.0128,"PMRC Wet Deposition Hg 1999-2003"
1999-03-11,"LKC",719,131,0.68586,2.746,0.0188,"PMRC Wet Deposition Hg 1999-2003"
1999-03-12,"LKC",720,27,0.14136,14.29,0.0202,"PMRC Wet Deposition Hg 1999-2003"
1999-03-15,"LKC",721,25,0.13089,8.134,0.0106,"PMRC Wet Deposition Hg 1999-2003"
1999-03-18,"LKC",722,73,0.38219,4.58,0.0175,"PMRC Wet Deposition Hg 1999-2003"
1999-03-21,"LKC",723,498,2.60732,3.8,0.099,"PMRC Wet Deposition Hg 1999-2003"
1999-03-22,"LKC",724,257,1.34554,4.199,0.0565,"PMRC Wet Deposition Hg 1999-2003"
1999-03-30,"LKC",725,38,0.19895,16.97,0.0337,"PMRC Wet Deposition Hg 1999-2003"
1999-04-03,"LKC",728,184,0.96335,15.7,0.1512,"PMRC Wet Deposition Hg 1999-2003"
1999-04-03,"LKC",727,66,0.34554,35.39,0.1222,"PMRC Wet Deposition Hg 1999-2003"
1999-04-07,"LKC",729,69,0.36125,14.73,0.0532,"PMRC Wet Deposition Hg 1999-2003"
1999-04-16,"LKC",730,43,0.22513,9.05,0.0203,"PMRC Wet Deposition Hg 1999-2003"
1999-04-17,"LKC",731,41,0.21465,9.39,0.0201,"PMRC Wet Deposition Hg 1999-2003"
1999-05-04,"LKC",733,68,0.35602,14.36,0.0511,"PMRC Wet Deposition Hg 1999-2003"
1999-05-08,"LKC",734,178,0.93193,5.77,0.0537,"PMRC Wet Deposition Hg 1999-2003"
1999-05-09,"LKC",735,34,0.17801,11.82,0.021,"PMRC Wet Deposition Hg 1999-2003"
1999-05-19,"LKC",736,652,3.41361,4.58,0.1563,"PMRC Wet Deposition Hg 1999-2003"
1999-05-24,"LKC",737,295,1.5445,5.298,0.0818,"PMRC Wet Deposition Hg 1999-2003"
1999-05-25,"LKC",738,36,0.18848,24.35,0.0459,"PMRC Wet Deposition Hg 1999-2003"
1999-05-26,"LKC",739,63,0.32984,5.943,0.0196,"PMRC Wet Deposition Hg 1999-2003"
1999-06-01,"LKC",740,179,0.93717,6.967,0.0652,"PMRC Wet Deposition Hg 1999-2003"
1999-06-06,"LKC",741,415,2.17277,13.05,0.2835,"PMRC Wet Deposition Hg 1999-2003"
1999-06-08,"LKC",743,195,1.02094,9.995,0.102,"PMRC Wet Deposition Hg 1999-2003"
1999-06-08,"LKC",742,68,0.35602,21.64,0.077,"PMRC Wet Deposition Hg 1999-2003"
1999-06-13,"LKC",744,114,0.59685,40.81,0.2435,"PMRC Wet Deposition Hg 1999-2003"
1999-06-14,"LKC",745,242,1.26701,5.364,0.0679,"PMRC Wet Deposition Hg 1999-2003"
1999-06-18,"LKC",746,72,0.37696,13.93,0.0525,"PMRC Wet Deposition Hg 1999-2003"
1999-06-20,"LKC",747,63,0.32984,35.52,0.1171,"PMRC Wet Deposition Hg 1999-2003"
1999-06-25,"LKC",748,41,0.21465,49,0.1051,"PMRC Wet Deposition Hg 1999-2003"
1999-06-28,"LKC",749,47,0.24607,8.283,0.0203,"PMRC Wet Deposition Hg 1999-2003"
1999-06-29,"LKC",750,217,1.13612,12.1,0.1374,"PMRC Wet Deposition Hg 1999-2003"
1999-07-02,"LKC",751,198,1.03664,4.67,0.0484,"PMRC Wet Deposition Hg 1999-2003"
1999-07-04,"LKC",752,179,0.93717,13.84,0.1297,"PMRC Wet Deposition Hg 1999-2003"
1999-07-05,"LKC",753,842,4.40837,8.67,0.3822,"PMRC Wet Deposition Hg 1999-2003"
1999-07-06,"LKC",754,471,2.46596,8.06,0.1987,"PMRC Wet Deposition Hg 1999-2003"
1999-07-07,"LKC",755,158,0.82722,9.588,0.0793,"PMRC Wet Deposition Hg 1999-2003"
1999-07-09,"LKC",757,441,2.3089,17.84,0.4119,"PMRC Wet Deposition Hg 1999-2003"
1999-07-10,"LKC",758,53,0.27748,9.31,0.0258,"PMRC Wet Deposition Hg 1999-2003"
1999-07-19,"LKC",760,26,0.13612,28.04,0.0381,"PMRC Wet Deposition Hg 1999-2003"
1999-07-24,"LKC",763,117,0.61256,23.34,0.1429,"PMRC Wet Deposition Hg 1999-2003"
1999-07-25,"LKC",761,51,0.26701,19.49,0.052,"PMRC Wet Deposition Hg 1999-2003"
1999-07-26,"LKC",764,168,0.87958,8.32,0.0731,"PMRC Wet Deposition Hg 1999-2003"
1999-08-01,"LKC",765,65,0.34031,13.26,0.0451,"PMRC Wet Deposition Hg 1999-2003"
1999-08-04,"LKC",766,301,1.57591,17.59,0.2772,"PMRC Wet Deposition Hg 1999-2003"
1999-08-05,"LKC",767,30,0.15706,22.49,0.0353,"PMRC Wet Deposition Hg 1999-2003"
1999-08-06,"LKC",768,124,0.64921,14.95,0.097,"PMRC Wet Deposition Hg 1999-2003"
1999-08-08,"LKC",769,266,1.39267,7.68,0.1069,"PMRC Wet Deposition Hg 1999-2003"
1999-08-13,"LKC",770,211,1.10471,12.46,0.1377,"PMRC Wet Deposition Hg 1999-2003"
1999-08-14,"LKC",771,45,0.2356,34.07,0.0802,"PMRC Wet Deposition Hg 1999-2003"
1999-08-17,"LKC",772,152,0.79581,14.52,0.1155,"PMRC Wet Deposition Hg 1999-2003"
1999-08-18,"LKC",773,20,0.10471,10.72,0.0112,"PMRC Wet Deposition Hg 1999-2003"
1999-08-21,"LKC",774,205,1.07329,7.88,0.0845,"PMRC Wet Deposition Hg 1999-2003"
1999-09-07,"LKC",777,136,0.71204,7.811,0.0556,"PMRC Wet Deposition Hg 1999-2003"
1999-09-08,"LKC",778,758,3.96858,4.752,0.1885,"PMRC Wet Deposition Hg 1999-2003"
1999-09-10,"LKC",779,175,0.91623,13.95,0.1278,"PMRC Wet Deposition Hg 1999-2003"
1999-09-10,"LKC",780,46,0.24083,21.43,0.0516,"PMRC Wet Deposition Hg 1999-2003"
1999-09-14,"LKC",781,65,0.34031,25.01,0.0851,"PMRC Wet Deposition Hg 1999-2003"
1999-09-16,"LKC",783,930,4.8691,2.88,0.1402,"PMRC Wet Deposition Hg 1999-2003"
1999-09-16,"LKC",782,58,0.30366,21.47,0.0652,"PMRC Wet Deposition Hg 1999-2003"
1999-09-17,"LKC",784,494,2.58638,5.254,0.1359,"PMRC Wet Deposition Hg 1999-2003"
1999-09-20,"LKC",785,692,3.62303,3.066,0.111,"PMRC Wet Deposition Hg 1999-2003"
1999-09-22,"LKC",787,569,2.97905,2.805,0.0835,"PMRC Wet Deposition Hg 1999-2003"
1999-09-30,"LKC",789,428,2.24083,2.187,0.049,"PMRC Wet Deposition Hg 1999-2003"
1999-10-02,"LKC",790,42,0.21989,42.42,0.0932,"PMRC Wet Deposition Hg 1999-2003"
1999-10-04,"LKC",791,220,1.15183,4.058,0.0467,"PMRC Wet Deposition Hg 1999-2003"
1999-10-06,"LKC",792,34,0.17801,9.974,0.0177,"PMRC Wet Deposition Hg 1999-2003"
1999-10-06,"LKC",793,30,0.15706,5.383,0.0084,"PMRC Wet Deposition Hg 1999-2003"
1999-10-09,"LKC",794,116,0.60732,17.25,0.1048,"PMRC Wet Deposition Hg 1999-2003"
1999-10-10,"LKC",795,151,0.79057,6.047,0.0478,"PMRC Wet Deposition Hg 1999-2003"
1999-10-14,"LKC",797,446,2.33507,1.073,0.025,"PMRC Wet Deposition Hg 1999-2003"
1999-10-17,"LKC",798,136,0.71204,14.96,0.1065,"PMRC Wet Deposition Hg 1999-2003"
1999-10-20,"LKC",799,36,0.18848,19.91,0.0375,"PMRC Wet Deposition Hg 1999-2003"
1999-10-22,"LKC",800,1010,5.28795,2.151,0.1137,"PMRC Wet Deposition Hg 1999-2003"
1999-10-24,"LKC",801,20,0.10471,3.88,0.004,"PMRC Wet Deposition Hg 1999-2003"
1999-11-02,"LKC",802,224,1.17277,18.94,0.2221,"PMRC Wet Deposition Hg 1999-2003"
1999-11-10,"LKC",805,46,0.24083,15.72,0.0378,"PMRC Wet Deposition Hg 1999-2003"
1999-11-12,"LKC",806,100,0.52356,16.89,0.0884,"PMRC Wet Deposition Hg 1999-2003"
1999-11-14,"LKC",807,250,1.3089,11.89,0.1556,"PMRC Wet Deposition Hg 1999-2003"
1999-11-16,"LKC",808,42,0.21989,5.609,0.0123,"PMRC Wet Deposition Hg 1999-2003"
1999-11-18,"LKC",809,40,0.20942,4.815,0.01,"PMRC Wet Deposition Hg 1999-2003"
1999-11-20,"LKC",810,213,1.11518,8.193,0.0913,"PMRC Wet Deposition Hg 1999-2003"
1999-11-26,"LKC",812,789,4.13089,3.814,0.1575,"PMRC Wet Deposition Hg 1999-2003"
1999-12-03,"LKC",814,201,1.05235,22.11,0.2326,"PMRC Wet Deposition Hg 1999-2003"
1999-12-07,"LKC",815,29,0.15183,5.643,0.0085,"PMRC Wet Deposition Hg 1999-2003"
1999-12-10,"LKC",816,211,1.10471,5.123,0.0566,"PMRC Wet Deposition Hg 1999-2003"
1999-12-15,"LKC",817,52,0.27225,4.375,0.0119,"PMRC Wet Deposition Hg 1999-2003"
1999-12-16,"LKC",818,124,0.64921,3.228,0.0209,"PMRC Wet Deposition Hg 1999-2003"
1999-12-17,"LKC",819,21,0.10994,3.807,0.0041,"PMRC Wet Deposition Hg 1999-2003"
1999-12-20,"LKC",820,190,0.99476,4.885,0.0485,"PMRC Wet Deposition Hg 1999-2003"
1999-12-29,"LKC",821,71,0.37172,11.44,0.0425,"PMRC Wet Deposition Hg 1999-2003"
2000-01-02,"LKC",822,142,0.74345,6.765,0.0502,"PMRC Wet Deposition Hg 1999-2003"
2000-01-03,"LKC",823,193,1.01047,3.001,0.0303,"PMRC Wet Deposition Hg 1999-2003"
2000-01-04,"LKC",824,156,0.81675,4.377,0.0357,"PMRC Wet Deposition Hg 1999-2003"
2000-01-07,"LKC",825,52,0.27225,11.6,0.0315,"PMRC Wet Deposition Hg 1999-2003"
2000-01-10,"LKC",826,375,1.96335,3.865,0.0758,"PMRC Wet Deposition Hg 1999-2003"
2000-01-16,"LKC",828,42,0.21989,17,0.0373,"PMRC Wet Deposition Hg 1999-2003"
2000-01-25,"LKC",830,276,1.44502,3.378,0.0488,"PMRC Wet Deposition Hg 1999-2003"
2000-01-31,"LKC",831,79,0.41361,6.541,0.027,"PMRC Wet Deposition Hg 1999-2003"
2000-02-01,"LKC",832,31,0.1623,7.814,0.0126,"PMRC Wet Deposition Hg 1999-2003"
2000-02-07,"LKC",834,66,0.34554,7.87,0.0271,"PMRC Wet Deposition Hg 1999-2003"
2000-02-11,"LKC",835,140,0.73298,16.89,0.1238,"PMRC Wet Deposition Hg 1999-2003"
2000-02-14,"LKC",836,369,1.93193,2.793,0.0539,"PMRC Wet Deposition Hg 1999-2003"
2000-02-16,"LKC",837,53,0.27748,9.779,0.0271,"PMRC Wet Deposition Hg 1999-2003"
2000-02-20,"LKC",839,79,0.41361,2.944,0.0121,"PMRC Wet Deposition Hg 1999-2003"
2000-02-24,"LKC",840,202,1.05759,9.869,0.1043,"PMRC Wet Deposition Hg 1999-2003"
2000-02-25,"LKC",841,138,0.72251,3.24,0.0234,"PMRC Wet Deposition Hg 1999-2003"
2000-02-27,"LKC",842,605,3.16753,6.673,0.2113,"PMRC Wet Deposition Hg 1999-2003"
2000-03-02,"LKC",844,170,0.89005,9.242,0.0822,"PMRC Wet Deposition Hg 1999-2003"
2000-03-05,"LKC",846,80,0.41884,6.025,0.0252,"PMRC Wet Deposition Hg 1999-2003"
2000-03-09,"LKC",847,115,0.60209,14.46,0.087,"PMRC Wet Deposition Hg 1999-2003"
2000-03-11,"LKC",848,188,0.98429,2.566,0.0252,"PMRC Wet Deposition Hg 1999-2003"
2000-03-15,"LKC",849,291,1.52356,6.27,0.0955,"PMRC Wet Deposition Hg 1999-2003"
2000-03-25,"LKC",850,422,2.20942,5.78,0.1277,"PMRC Wet Deposition Hg 1999-2003"
2000-03-29,"LKC",851,403,2.10994,3.274,0.069,"PMRC Wet Deposition Hg 1999-2003"
2000-04-02,"LKC",852,150,0.78534,16.64,0.1307,"PMRC Wet Deposition Hg 1999-2003"
2000-04-03,"LKC",853,445,2.32984,4.597,0.1071,"PMRC Wet Deposition Hg 1999-2003"
2000-04-04,"LKC",854,130,0.68062,7.269,0.0494,"PMRC Wet Deposition Hg 1999-2003"
2000-04-08,"LKC",855,590,3.089,4.962,0.1532,"PMRC Wet Deposition Hg 1999-2003"
2000-04-11,"LKC",856,157,0.82198,5.09,0.0418,"PMRC Wet Deposition Hg 1999-2003"
2000-04-21,"LKC",859,549,2.87434,5.296,0.1522,"PMRC Wet Deposition Hg 1999-2003"
2000-04-21,"LKC",858,195,1.02094,6.824,0.0696,"PMRC Wet Deposition Hg 1999-2003"
2000-04-23,"LKC",860,685,3.58638,2.212,0.0793,"PMRC Wet Deposition Hg 1999-2003"
2000-04-27,"LKC",861,97,0.50785,10.6,0.0538,"PMRC Wet Deposition Hg 1999-2003"
2000-05-01,"LKC",862,170,0.89005,21.52,0.1915,"PMRC Wet Deposition Hg 1999-2003"
2000-05-04,"LKC",863,325,1.70157,13.93,0.2371,"PMRC Wet Deposition Hg 1999-2003"
2000-05-06,"LKC",864,43,0.22513,21.3,0.0479,"PMRC Wet Deposition Hg 1999-2003"
2000-05-08,"LKC",865,928,4.85863,8.489,0.4124,"PMRC Wet Deposition Hg 1999-2003"
2000-05-09,"LKC",866,382,2,8.955,0.1791,"PMRC Wet Deposition Hg 1999-2003"
2000-05-13,"LKC",867,340,1.7801,5.548,0.0987,"PMRC Wet Deposition Hg 1999-2003"
2000-05-18,"LKC",869,318,1.66492,26.78,0.4459,"PMRC Wet Deposition Hg 1999-2003"
2000-05-24,"LKC",872,373,1.95287,6.753,0.1318,"PMRC Wet Deposition Hg 1999-2003"
2000-05-25,"LKC",873,207,1.08376,13.19,0.1429,"PMRC Wet Deposition Hg 1999-2003"
2000-05-26,"LKC",874,37,0.19371,6.562,0.0127,"PMRC Wet Deposition Hg 1999-2003"
2000-06-04,"LKC",875,26,0.13612,16.75,0.0228,"PMRC Wet Deposition Hg 1999-2003"
2000-06-06,"LKC",876,439,2.29842,10.31,0.2371,"PMRC Wet Deposition Hg 1999-2003"
2000-06-08,"LKC",877,126,0.65968,17.81,0.1174,"PMRC Wet Deposition Hg 1999-2003"
2000-06-10,"LKC",878,149,0.7801,21.64,0.1688,"PMRC Wet Deposition Hg 1999-2003"
2000-06-15,"LKC",879,88,0.46073,13.29,0.0612,"PMRC Wet Deposition Hg 1999-2003"
2000-06-18,"LKC",880,27,0.14136,28.42,0.0401,"PMRC Wet Deposition Hg 1999-2003"
2000-06-21,"LKC",881,103,0.53926,26.41,0.1424,"PMRC Wet Deposition Hg 1999-2003"
2000-06-22,"LKC",882,210,1.09947,12.91,0.1419,"PMRC Wet Deposition Hg 1999-2003"
2000-07-09,"LKC",884,180,0.9424,18.61,0.1753,"PMRC Wet Deposition Hg 1999-2003"
2000-07-10,"LKC",885,78,0.40837,10.95,0.0447,"PMRC Wet Deposition Hg 1999-2003"
2000-07-14,"LKC",886,237,1.24083,14.71,0.1825,"PMRC Wet Deposition Hg 1999-2003"
2000-07-22,"LKC",887,313,1.63874,8.106,0.1328,"PMRC Wet Deposition Hg 1999-2003"
2000-07-27,"LKC",888,62,0.3246,6.784,0.022,"PMRC Wet Deposition Hg 1999-2003"
2000-07-28,"LKC",889,54,0.28272,40.85,0.1154,"PMRC Wet Deposition Hg 1999-2003"
2000-07-29,"LKC",890,69,0.36125,26.01,0.0939,"PMRC Wet Deposition Hg 1999-2003"
2000-08-09,"LKC",891,92,0.48167,16.1,0.0775,"PMRC Wet Deposition Hg 1999-2003"
2000-08-11,"LKC",892,492,2.57591,11.4,0.2937,"PMRC Wet Deposition Hg 1999-2003"
2000-08-16,"LKC",893,203,1.06282,8.821,0.0937,"PMRC Wet Deposition Hg 1999-2003"
2000-08-18,"LKC",894,185,0.96858,2.858,0.0276,"PMRC Wet Deposition Hg 1999-2003"
2000-08-27,"LKC",895,25,0.13089,43.74,0.0572,"PMRC Wet Deposition Hg 1999-2003"
2000-09-02,"LKC",896,208,1.089,14.28,0.1555,"PMRC Wet Deposition Hg 1999-2003"
2000-09-03,"LKC",897,145,0.75916,14.61,0.1109,"PMRC Wet Deposition Hg 1999-2003"
2000-09-11,"LKC",898,31,0.1623,29.49,0.0478,"PMRC Wet Deposition Hg 1999-2003"
2000-09-12,"LKC",899,308,1.61256,12.44,0.2007,"PMRC Wet Deposition Hg 1999-2003"
2000-09-15,"LKC",900,295,1.5445,4.591,0.0709,"PMRC Wet Deposition Hg 1999-2003"
2000-09-16,"LKC",901,62,0.3246,3.51,0.0113,"PMRC Wet Deposition Hg 1999-2003"
2000-09-21,"LKC",902,136,0.71204,14.53,0.1034,"PMRC Wet Deposition Hg 1999-2003"
2000-09-23,"LKC",904,392,2.05235,8.954,0.1837,"PMRC Wet Deposition Hg 1999-2003"
2000-10-04,"LKC",905,33,0.17277,16.87,0.0291,"PMRC Wet Deposition Hg 1999-2003"
2000-10-05,"LKC",906,337,1.76439,2.129,0.0375,"PMRC Wet Deposition Hg 1999-2003"
2000-10-09,"LKC",907,214,1.12041,15.73,0.1762,"PMRC Wet Deposition Hg 1999-2003"
2000-10-16,"LKC",908,199,1.04188,12.85,0.1339,"PMRC Wet Deposition Hg 1999-2003"
2000-10-18,"LKC",909,300,1.57068,7.92,0.1243,"PMRC Wet Deposition Hg 1999-2003"
2000-10-27,"LKC",911,47,0.24607,51.1,0.1257,"PMRC Wet Deposition Hg 1999-2003"
2000-10-29,"LKC",912,142,0.74345,3.27,0.0243,"PMRC Wet Deposition Hg 1999-2003"
2000-11-03,"LKC",913,562,2.9424,7.23,0.2127,"PMRC Wet Deposition Hg 1999-2003"
2000-11-06,"LKC",914,38,0.19895,4.701,0.0093,"PMRC Wet Deposition Hg 1999-2003"
2000-11-09,"LKC",915,126.5,0.6623,7.539,0.0499,"PMRC Wet Deposition Hg 1999-2003"
2000-11-10,"LKC",916,231,1.20942,3.759,0.0454,"PMRC Wet Deposition Hg 1999-2003"
2000-11-14,"LKC",917,335,1.75392,1.578,0.0276,"PMRC Wet Deposition Hg 1999-2003"
2000-11-17,"LKC",918,64,0.33507,3.7,0.0123,"PMRC Wet Deposition Hg 1999-2003"
2000-11-21,"LKC",920,68,0.35602,4.7,0.0167,"PMRC Wet Deposition Hg 1999-2003"
2000-11-22,"LKC",921,31,0.1623,4.277,0.0069,"PMRC Wet Deposition Hg 1999-2003"
2000-11-28,"LKC",922,135,0.7068,5,0.0353,"PMRC Wet Deposition Hg 1999-2003"
2000-12-10,"LKC",925,41,0.21465,9,0.0193,"PMRC Wet Deposition Hg 1999-2003"
2000-12-12,"LKC",926,276,1.44502,19,0.2745,"PMRC Wet Deposition Hg 1999-2003"
2000-12-14,"LKC",927,43,0.22513,11.49,0.0258,"PMRC Wet Deposition Hg 1999-2003"
2000-12-17,"LKC",928,817,4.27748,3.949,0.1689,"PMRC Wet Deposition Hg 1999-2003"
2000-12-19,"LKC",929,212,1.10994,3.162,0.0351,"PMRC Wet Deposition Hg 1999-2003"
2000-12-22,"LKC",930,44,0.23036,13,0.0299,"PMRC Wet Deposition Hg 1999-2003"
2000-12-24,"LKC",931,34,0.17801,12.8,0.0227,"PMRC Wet Deposition Hg 1999-2003"
2000-12-30,"LKC",933,309,1.6178,2.065,0.0334,"PMRC Wet Deposition Hg 1999-2003"
2001-01-04,"LKC",934,38,0.19895,13.1,0.026,"PMRC Wet Deposition Hg 1999-2003"
2001-01-07,"LKC",935,31,0.1623,12.6,0.0204,"PMRC Wet Deposition Hg 1999-2003"
2001-01-19,"LKC",936,120,0.62827,4.9,0.0307,"PMRC Wet Deposition Hg 1999-2003"
2001-01-21,"LKC",937,45,0.2356,8.1,0.019,"PMRC Wet Deposition Hg 1999-2003"
2001-01-27,"LKC",938,51,0.26701,14.2,0.0379,"PMRC Wet Deposition Hg 1999-2003"
2001-01-30,"LKC",939,524,2.74345,3.3,0.0905,"PMRC Wet Deposition Hg 1999-2003"
2001-02-02,"LKC",940,74,0.38743,3.2,0.0123,"PMRC Wet Deposition Hg 1999-2003"
2001-02-04,"LKC",941,325,1.70157,4.665,0.0793,"PMRC Wet Deposition Hg 1999-2003"
2001-02-14,"LKC",942,225,1.17801,6.4,0.0753,"PMRC Wet Deposition Hg 1999-2003"
2001-02-17,"LKC",943,25,0.13089,14.3,0.0187,"PMRC Wet Deposition Hg 1999-2003"
2001-02-23,"LKC",944,188,0.98429,8.6,0.0846,"PMRC Wet Deposition Hg 1999-2003"
2001-03-05,"LKC",945,241,1.26178,2.06,0.0259,"PMRC Wet Deposition Hg 1999-2003"
2001-03-13,"LKC",946,180,0.9424,4.322,0.0407,"PMRC Wet Deposition Hg 1999-2003"
2001-03-27,"LKC",948,199,1.04188,6.151,0.064,"PMRC Wet Deposition Hg 1999-2003"
2001-03-30,"LKC",949,398,2.08376,3.99,0.0831,"PMRC Wet Deposition Hg 1999-2003"
2001-04-06,"LKC",950,223,1.16753,14.9,0.1739,"PMRC Wet Deposition Hg 1999-2003"
2001-04-12,"LKC",951,138,0.72251,16.2,0.117,"PMRC Wet Deposition Hg 1999-2003"
2001-04-21,"LKC",952,111,0.58115,9.535,0.0554,"PMRC Wet Deposition Hg 1999-2003"
2001-04-24,"LKC",953,80,0.41884,10.6,0.0443,"PMRC Wet Deposition Hg 1999-2003"
2001-05-12,"LKC",954,473,2.47643,5.961,0.1476,"PMRC Wet Deposition Hg 1999-2003"
2001-05-18,"LKC",955,61,0.31937,9.5,0.0303,"PMRC Wet Deposition Hg 1999-2003"
2001-05-23,"LKC",956,41,0.21465,26.8,0.0575,"PMRC Wet Deposition Hg 1999-2003"
2001-05-26,"LKC",957,479,2.50785,10.7,0.2683,"PMRC Wet Deposition Hg 1999-2003"
2001-06-04,"LKC",958,154,0.80628,33.61,0.271,"PMRC Wet Deposition Hg 1999-2003"
2001-06-11,"LKC",959,53,0.27748,13,0.0359,"PMRC Wet Deposition Hg 1999-2003"
2001-06-16,"LKC",960,572,2.99476,12.96,0.3881,"PMRC Wet Deposition Hg 1999-2003"
2001-06-19,"LKC",961,392,2.05235,12.96,0.2659,"PMRC Wet Deposition Hg 1999-2003"
2001-06-30,"LKC",962,567,2.96858,10.87,0.3226,"PMRC Wet Deposition Hg 1999-2003"
2001-07-01,"LKC",963,152,0.79581,18,0.1432,"PMRC Wet Deposition Hg 1999-2003"
2001-07-10,"LKC",965,493,2.58115,14.8,0.382,"PMRC Wet Deposition Hg 1999-2003"
2001-07-12,"LKC",966,175,0.91623,11,0.1007,"PMRC Wet Deposition Hg 1999-2003"
2001-07-13,"LKC",967,269,1.40837,5.6,0.0788,"PMRC Wet Deposition Hg 1999-2003"
2001-07-24,"LKC",969,159,0.83246,16.54,0.1377,"PMRC Wet Deposition Hg 1999-2003"
2001-08-02,"LKC",970,151,0.79057,26.49,0.2094,"PMRC Wet Deposition Hg 1999-2003"
2001-08-07,"LKC",971,81,0.42408,12.09,0.0512,"PMRC Wet Deposition Hg 1999-2003"
2001-08-08,"LKC",972,188,0.98429,23.23,0.2286,"PMRC Wet Deposition Hg 1999-2003"
2001-08-16,"LKC",974,460,2.40837,12.31,0.2965,"PMRC Wet Deposition Hg 1999-2003"
2001-08-19,"LKC",975,98,0.51308,38,0.1949,"PMRC Wet Deposition Hg 1999-2003"
2001-08-20,"LKC",976,431,2.25654,14.2,0.3204,"PMRC Wet Deposition Hg 1999-2003"
2001-08-28,"LKC",977,496,2.59685,5.5,0.1428,"PMRC Wet Deposition Hg 1999-2003"
2001-09-01,"LKC",978,962,5.03664,12.2,0.6144,"PMRC Wet Deposition Hg 1999-2003"
2001-09-11,"LKC",979,44,0.23036,27.3,0.0628,"PMRC Wet Deposition Hg 1999-2003"
2001-09-20,"LKC",980,537,2.81151,4.5,0.1265,"PMRC Wet Deposition Hg 1999-2003"
2001-09-22,"LKC",981,51,0.26701,8.8,0.0234,"PMRC Wet Deposition Hg 1999-2003"
2001-09-24,"LKC",982,779,4.07853,7.1,0.2895,"PMRC Wet Deposition Hg 1999-2003"
2001-10-06,"LKC",983,389,2.03664,5.6,0.114,"PMRC Wet Deposition Hg 1999-2003"
2001-10-15,"LKC",984,210,1.09947,10.1,0.111,"PMRC Wet Deposition Hg 1999-2003"
2001-10-17,"LKC",985,64,0.33507,12.8,0.0428,"PMRC Wet Deposition Hg 1999-2003"
2001-10-17,"LKC",986,22,0.11518,17.8,0.0205,"PMRC Wet Deposition Hg 1999-2003"
2001-10-21,"LKC",988,473,2.47643,9.55,0.2365,"PMRC Wet Deposition Hg 1999-2003"
2001-10-23,"LKC",989,271,1.41884,10.5,0.1489,"PMRC Wet Deposition Hg 1999-2003"
2001-10-26,"LKC",990,171,0.89528,4.9,0.0438,"PMRC Wet Deposition Hg 1999-2003"
2001-10-31,"LKC",991,189,0.98952,17.5,0.1731,"PMRC Wet Deposition Hg 1999-2003"
2001-11-02,"LKC",992,238,1.24607,13.5,0.1682,"PMRC Wet Deposition Hg 1999-2003"
2001-11-04,"LKC",993,545,2.8534,3.4,0.097,"PMRC Wet Deposition Hg 1999-2003"
2001-11-08,"LKC",994,29,0.15183,16.8,0.0255,"PMRC Wet Deposition Hg 1999-2003"
2001-11-10,"LKC",995,105,0.54973,13.05,0.0717,"PMRC Wet Deposition Hg 1999-2003"
2001-11-11,"LKC",996,130,0.68062,5.9,0.0401,"PMRC Wet Deposition Hg 1999-2003"
2001-11-15,"LKC",998,106,0.55497,16.1,0.0893,"PMRC Wet Deposition Hg 1999-2003"
2001-11-20,"LKC",999,184,0.96335,9.6,0.0924,"PMRC Wet Deposition Hg 1999-2003"
2001-11-25,"LCH",1,97,0.50785,15.46,0.0785,"PMRC Wet Deposition Hg 1999-2003"
2001-11-27,"LCH",2,122,0.63874,10,0.0639,"PMRC Wet Deposition Hg 1999-2003"
2001-11-29,"LCH",3,380,1.98952,6.989,0.139,"PMRC Wet Deposition Hg 1999-2003"
2001-12-03,"LCH",4,180,0.9424,20.28,0.1912,"PMRC Wet Deposition Hg 1999-2003"
2001-12-05,"LCH",5,30,0.15706,17.46,0.0274,"PMRC Wet Deposition Hg 1999-2003"
2001-12-09,"LCH",6,32,0.16753,16.64,0.0278,"PMRC Wet Deposition Hg 1999-2003"
2001-12-13,"LCH",7,128,0.67015,18.03,0.1208,"PMRC Wet Deposition Hg 1999-2003"
2001-12-14,"LCH",8,285,1.49214,2.316,0.0345,"PMRC Wet Deposition Hg 1999-2003"
2001-12-17,"LCH",9,189,0.98952,3.544,0.035,"PMRC Wet Deposition Hg 1999-2003"
2001-12-20,"LCH",10,83,0.43455,14.64,0.0636,"PMRC Wet Deposition Hg 1999-2003"
2001-12-22,"LCH",11,50,0.26178,10.93,0.0286,"PMRC Wet Deposition Hg 1999-2003"
2002-01-01,"LCH",14,63,0.32984,16.09,0.0531,"PMRC Wet Deposition Hg 1999-2003"
2002-01-06,"LCH",15,97,0.50785,7.418,0.0376,"PMRC Wet Deposition Hg 1999-2003"
2002-01-10,"LCH",16,67,0.35078,28.45,0.0997,"PMRC Wet Deposition Hg 1999-2003"
2002-01-15,"LCH",17,131,0.68586,5.06,0.0347,"PMRC Wet Deposition Hg 1999-2003"
2002-01-17,"LCH",18,97,0.50785,4.667,0.0237,"PMRC Wet Deposition Hg 1999-2003"
2002-01-23,"LCH",20,367,1.92146,4.671,0.0897,"PMRC Wet Deposition Hg 1999-2003"
2002-01-25,"LCH",21,43,0.22513,28.8,0.0648,"PMRC Wet Deposition Hg 1999-2003"
2002-01-30,"LCH",22,99,0.51832,3.413,0.0176,"PMRC Wet Deposition Hg 1999-2003"
