Date,SiteCode,samplenumber,PrecipSampVol_mL,precipamount_cm,HgConcentration_ng_L,Hg_deposition_ug_m2
1/15/98,LKC,566,173,0.90575,4.119,0.0373
1/20/98,LKC,567,29,0.15183,17.34,0.0263
1/23/98,LKC,568,204,1.06806,3.347,0.0357
2/12/98,LKC,570,245,1.28272,3.024,0.0387
2/12/98,LKC,569,183,0.95811,2.483,0.0237
2/17/98,LKC,571,99,0.51832,8.867,0.0459
2/19/98,LKC,572,120,0.62827,5.856,0.0367
2/20/98,LKC,573,113,0.59162,3.361,0.0198
2/24/98,LKC,574,314,1.64397,2.059,0.0338
2/28/98,LKC,575,67,0.35078,9.885,0.0346
3/2/98,LKC,576,50,0.26178,6.08,0.0159
3/4/98,LKC,577,47,0.24607,7.162,0.0176
3/7/98,LKC,578,39,0.20418,14.88,0.0303
3/8/98,LKC,579,167,0.87434,4.696,0.041
3/9/98,LKC,580,544,2.84816,5.75,0.1637
3/14/98,LKC,581,111,0.58115,13.65,0.0793
3/18/98,LKC,582,89,0.46596,7.029,0.0327
3/19/98,LKC,583,64,0.33507,5.34,0.0178
3/21/98,LKC,584,442,2.31413,3.219,0.0744
3/22/98,LKC,585,63,0.32984,4.713,0.0155
3/26/98,LKC,586,24,0.12565,39.19,0.0492
3/28/98,LKC,587,53,0.27748,19.08,0.0529
3/31/98,LKC,588,33,0.17277,47.18,0.0815
4/1/98,LKC,589,58,0.30366,53.91,0.1637
4/1/98,LKC,590,290,1.51832,6.504,0.0987
4/2/98,LKC,591,209,1.09424,7.003,0.0766
4/4/98,LKC,592,40,0.20942,7.113,0.0148
4/16/98,LKC,593,37,0.19371,23.76,0.046
4/17/98,LKC,594,226,1.18324,12.49,0.1478
4/19/98,LKC,595,303,1.58638,7.507,0.1191
4/20/98,LKC,596,131,0.68586,8.768,0.0601
4/25/98,LKC,597,54,0.28272,15.6,0.0441
5/2/98,LKC,598,61,0.31937,17.03,0.0544
5/4/98,LKC,599,46,0.24083,16.14,0.0388
5/5/98,LKC,600,70,0.36649,8.297,0.0304
5/6/98,LKC,601,284,1.48691,2.734,0.0406
5/8/98,LKC,602,43,0.22513,29.94,0.0674
5/9/98,LKC,603,22,0.11518,36.42,0.0419
5/10/98,LKC,604,39,0.20418,12.47,0.0254
5/17/98,LKC,605,107,0.5602,31.63,0.1772
5/20/98,LKC,606,73,0.38219,42.55,0.1626
5/21/98,LKC,607,55,0.28795,5.123,0.0147
5/29/98,LKC,608,243,1.27225,12.19,0.1551
5/31/98,LKC,609,941,4.9267,13.12,0.6465
6/2/98,LKC,610,585,3.06282,10.42,0.3191
6/4/98,LKC,611,61,0.31937,21.43,0.0684
6/6/98,LKC,612,64.7,0.33874,7.033,0.0238
6/8/98,LKC,613,92.2,0.48272,8.369,0.0403
6/12/98,LKC,614,133.1,0.69685,11.63,0.0811
6/13/98,LKC,615,546.7,2.8623,4.058,0.1161
6/15/98,LKC,616,193.6,1.01361,2.123,0.0215
6/17/98,LKC,617,924.4,4.83979,6.496,0.3144
6/18/98,LKC,618,458.7,2.40157,7.395,0.1776
6/22/98,LKC,619,320.2,1.67643,14.96,0.2509
6/25/98,LKC,620,609.1,3.189,10.6,0.3382
6/26/98,LKC,621,598.2,3.13193,6.568,0.2057
6/27/98,LKC,622,26.2,0.13717,8.734,0.0119
6/29/98,LKC,623,115.1,0.60261,10.33,0.0623
7/1/98,LKC,624,825.1,4.31989,3.984,0.1721
7/4/98,LKC,625,346.3,1.81308,11.52,0.2089
7/8/98,LKC,626,621.1,3.25183,7.3,0.2373
7/9/98,LKC,627,354.4,1.85549,10.37,0.1924
7/10/98,LKC,628,399.6,2.09214,11.13,0.233
7/16/98,LKC,629,500,2.6178,20.96,0.5486
7/17/98,LKC,630,247.8,1.29738,14.6,0.1894
7/20/98,LKC,631,104,0.5445,13.9,0.0757
7/23/98,LKC,632,307.9,1.61204,8.505,0.1371
7/28/98,LKC,633,175.4,0.91832,12.89,0.1183
7/29/98,LKC,634,436.9,2.28743,10.27,0.2351
7/29/98,LKC,635,71.7,0.37539,6.9,0.0259
7/30/98,LKC,636,182.9,0.95759,8.107,0.0776
8/6/98,LKC,637,31,0.1623,35.35,0.0573
8/10/98,LKC,638,919,4.81151,3.611,0.1737
8/11/98,LKC,639,927,4.8534,6.692,0.3248
8/16/98,LKC,640,97,0.50785,17.05,0.0866
8/20/98,LKC,641,42,0.21989,20.19,0.0444
8/22/98,LKC,642,218,1.14136,9.797,0.1118
8/24/98,LKC,644,447,2.34031,17.7,0.4143
8/24/98,LKC,643,223,1.16753,23.59,0.2755
8/25/98,LKC,645,103,0.53926,11.62,0.0626
8/29/98,LKC,646,103,0.53926,19.56,0.1055
9/2/98,LKC,647,120,0.62827,14.78,0.0928
9/3/98,LKC,648,131,0.68586,15.88,0.1089
9/7/98,LKC,649,453,2.37172,3.626,0.086
9/8/98,LKC,650,262,1.37172,3.198,0.0438
9/9/98,LKC,651,196,1.02617,10.69,0.1097
9/12/98,LKC,652,80,0.41884,8.905,0.0373
9/14/98,LKC,653,73.8,0.38638,27.68,0.1069
9/15/98,LKC,654,985,5.15706,9.396,0.4845
9/22/98,LKC,655,113,0.59162,7.115,0.042
9/26/98,LKC,656,437,2.28795,18.46,0.4225
9/27/98,LKC,657,576,3.0157,10.39,0.3134
9/28/98,LKC,658,27,0.14136,11.77,0.0166
9/30/98,LKC,659,505,2.64397,13.42,0.3549
10/7/98,LKC,660,314,1.64397,14.35,0.2359
10/8/98,LKC,661,42,0.21989,9.175,0.0201
10/10/98,LKC,662,96,0.50261,2.043,0.0102
10/11/98,LKC,663,46,0.24083,4.328,0.0104
10/14/98,LKC,665,215,1.12565,2.703,0.0304
10/14/98,LKC,664,144,0.75392,2.816,0.0212
10/15/98,LKC,666,115,0.60209,3.555,0.0214
10/21/98,LKC,668,48,0.2513,6.279,0.0157
10/28/98,LKC,669,316,1.65445,12.43,0.2057
10/30/98,LKC,671,40,0.20942,3.371,0.007
11/1/98,LKC,672,199,1.04188,5.482,0.0571
11/2/98,LKC,673,76,0.3979,4.925,0.0195
11/3/98,LKC,674,24,0.12565,6.941,0.0087
11/10/98,LKC,675,311,1.62827,5.799,0.0944
11/12/98,LKC,676,38,0.19895,15.04,0.0299
11/14/98,LKC,677,174,0.91099,15.09,0.1374
11/16/98,LKC,678,54,0.28272,4.15,0.0117
11/20/98,LKC,679,91,0.47643,9.419,0.0448
11/21/98,LKC,680,37,0.19371,6.384,0.0123
11/24/98,LKC,681,35,0.18324,5.276,0.0096
11/26/98,LKC,682,315,1.64921,4.838,0.0797
12/3/98,LKC,685,36,0.18848,26.06,0.0491
12/5/98,LKC,686,20,0.10471,20.39,0.0213
12/10/98,LKC,689,89,0.46596,8.632,0.0402
12/16/98,LKC,690,72,0.37696,3.035,0.0114
12/19/98,LKC,691,47,0.24607,19.22,0.0472
12/21/98,LKC,692,272,1.42408,5.058,0.072
12/30/98,LKC,693,48,0.2513,4.701,0.0118
1/1/99,LKC,694,23,0.12041,5.532,0.0066
1/3/99,LKC,695,250,1.3089,5.941,0.0777
1/8/99,LKC,696,379,1.98429,2.274,0.0451
1/13/99,LKC,697,91,0.47643,3.692,0.0175
1/14/99,LKC,698,491,2.57068,3.05,0.0784
1/18/99,LKC,699,203,1.06282,3.147,0.0334
1/22/99,LKC,701,47,0.24607,19.93,0.049
1/24/99,LKC,702,275,1.43979,4.167,0.0599
1/27/99,LKC,704,90,0.4712,3.642,0.0171
2/2/99,LKC,705,160,0.83769,4.912,0.0411
2/10/99,LKC,708,32,0.16753,5.518,0.0092
2/12/99,LKC,709,212,1.10994,8.59,0.0953
2/13/99,LKC,710,25,0.13089,11.89,0.0155
2/28/99,LKC,714,416,2.17801,5.406,0.1177
3/1/99,LKC,715,63,0.32984,5.801,0.0191
3/3/99,LKC,716,149,0.7801,5.279,0.0411
3/4/99,LKC,717,24,0.12565,9.608,0.012
3/6/99,LKC,718,147,0.76963,1.675,0.0128
3/11/99,LKC,719,131,0.68586,2.746,0.0188
3/12/99,LKC,720,27,0.14136,14.29,0.0202
3/15/99,LKC,721,25,0.13089,8.134,0.0106
3/18/99,LKC,722,73,0.38219,4.58,0.0175
3/21/99,LKC,723,498,2.60732,3.8,0.099
3/22/99,LKC,724,257,1.34554,4.199,0.0565
3/30/99,LKC,725,38,0.19895,16.97,0.0337
4/3/99,LKC,728,184,0.96335,15.7,0.1512
4/3/99,LKC,727,66,0.34554,35.39,0.1222
4/7/99,LKC,729,69,0.36125,14.73,0.0532
4/16/99,LKC,730,43,0.22513,9.05,0.0203
4/17/99,LKC,731,41,0.21465,9.39,0.0201
5/4/99,LKC,733,68,0.35602,14.36,0.0511
5/8/99,LKC,734,178,0.93193,5.77,0.0537
5/9/99,LKC,735,34,0.17801,11.82,0.021
5/19/99,LKC,736,652,3.41361,4.58,0.1563
5/24/99,LKC,737,295,1.5445,5.298,0.0818
5/25/99,LKC,738,36,0.18848,24.35,0.0459
5/26/99,LKC,739,63,0.32984,5.943,0.0196
6/1/99,LKC,740,179,0.93717,6.967,0.0652
6/6/99,LKC,741,415,2.17277,13.05,0.2835
6/8/99,LKC,743,195,1.02094,9.995,0.102
6/8/99,LKC,742,68,0.35602,21.64,0.077
6/13/99,LKC,744,114,0.59685,40.81,0.2435
6/14/99,LKC,745,242,1.26701,5.364,0.0679
6/18/99,LKC,746,72,0.37696,13.93,0.0525
6/20/99,LKC,747,63,0.32984,35.52,0.1171
6/25/99,LKC,748,41,0.21465,49,0.1051
6/28/99,LKC,749,47,0.24607,8.283,0.0203
6/29/99,LKC,750,217,1.13612,12.1,0.1374
7/2/99,LKC,751,198,1.03664,4.67,0.0484
7/4/99,LKC,752,179,0.93717,13.84,0.1297
7/5/99,LKC,753,842,4.40837,8.67,0.3822
7/6/99,LKC,754,471,2.46596,8.06,0.1987
7/7/99,LKC,755,158,0.82722,9.588,0.0793
7/9/99,LKC,757,441,2.3089,17.84,0.4119
7/10/99,LKC,758,53,0.27748,9.31,0.0258
7/19/99,LKC,760,26,0.13612,28.04,0.0381
7/24/99,LKC,763,117,0.61256,23.34,0.1429
7/25/99,LKC,761,51,0.26701,19.49,0.052
7/26/99,LKC,764,168,0.87958,8.32,0.0731
8/1/99,LKC,765,65,0.34031,13.26,0.0451
8/4/99,LKC,766,301,1.57591,17.59,0.2772
8/5/99,LKC,767,30,0.15706,22.49,0.0353
8/6/99,LKC,768,124,0.64921,14.95,0.097
8/8/99,LKC,769,266,1.39267,7.68,0.1069
8/13/99,LKC,770,211,1.10471,12.46,0.1377
8/14/99,LKC,771,45,0.2356,34.07,0.0802
8/17/99,LKC,772,152,0.79581,14.52,0.1155
8/18/99,LKC,773,20,0.10471,10.72,0.0112
8/21/99,LKC,774,205,1.07329,7.88,0.0845
9/7/99,LKC,777,136,0.71204,7.811,0.0556
9/8/99,LKC,778,758,3.96858,4.752,0.1885
9/10/99,LKC,779,175,0.91623,13.95,0.1278
9/10/99,LKC,780,46,0.24083,21.43,0.0516
9/14/99,LKC,781,65,0.34031,25.01,0.0851
9/16/99,LKC,783,930,4.8691,2.88,0.1402
9/16/99,LKC,782,58,0.30366,21.47,0.0652
9/17/99,LKC,784,494,2.58638,5.254,0.1359
9/20/99,LKC,785,692,3.62303,3.066,0.111
9/22/99,LKC,787,569,2.97905,2.805,0.0835
9/30/99,LKC,789,428,2.24083,2.187,0.049
10/2/99,LKC,790,42,0.21989,42.42,0.0932
10/4/99,LKC,791,220,1.15183,4.058,0.0467
10/6/99,LKC,792,34,0.17801,9.974,0.0177
10/6/99,LKC,793,30,0.15706,5.383,0.0084
10/9/99,LKC,794,116,0.60732,17.25,0.1048
10/10/99,LKC,795,151,0.79057,6.047,0.0478
10/14/99,LKC,797,446,2.33507,1.073,0.025
10/17/99,LKC,798,136,0.71204,14.96,0.1065
10/20/99,LKC,799,36,0.18848,19.91,0.0375
10/22/99,LKC,800,1010,5.28795,2.151,0.1137
10/24/99,LKC,801,20,0.10471,3.88,0.004
11/2/99,LKC,802,224,1.17277,18.94,0.2221
11/10/99,LKC,805,46,0.24083,15.72,0.0378
11/12/99,LKC,806,100,0.52356,16.89,0.0884
11/14/99,LKC,807,250,1.3089,11.89,0.1556
11/16/99,LKC,808,42,0.21989,5.609,0.0123
11/18/99,LKC,809,40,0.20942,4.815,0.01
11/20/99,LKC,810,213,1.11518,8.193,0.0913
11/26/99,LKC,812,789,4.13089,3.814,0.1575
12/3/99,LKC,814,201,1.05235,22.11,0.2326
12/7/99,LKC,815,29,0.15183,5.643,0.0085
12/10/99,LKC,816,211,1.10471,5.123,0.0566
12/15/99,LKC,817,52,0.27225,4.375,0.0119
12/16/99,LKC,818,124,0.64921,3.228,0.0209
12/17/99,LKC,819,21,0.10994,3.807,0.0041
12/20/99,LKC,820,190,0.99476,4.885,0.0485
12/29/99,LKC,821,71,0.37172,11.44,0.0425
1/2/00,LKC,822,142,0.74345,6.765,0.0502
1/3/00,LKC,823,193,1.01047,3.001,0.0303
1/4/00,LKC,824,156,0.81675,4.377,0.0357
1/7/00,LKC,825,52,0.27225,11.6,0.0315
1/10/00,LKC,826,375,1.96335,3.865,0.0758
1/16/00,LKC,828,42,0.21989,17,0.0373
1/25/00,LKC,830,276,1.44502,3.378,0.0488
1/31/00,LKC,831,79,0.41361,6.541,0.027
2/1/00,LKC,832,31,0.1623,7.814,0.0126
2/7/00,LKC,834,66,0.34554,7.87,0.0271
2/11/00,LKC,835,140,0.73298,16.89,0.1238
2/14/00,LKC,836,369,1.93193,2.793,0.0539
2/16/00,LKC,837,53,0.27748,9.779,0.0271
2/20/00,LKC,839,79,0.41361,2.944,0.0121
2/24/00,LKC,840,202,1.05759,9.869,0.1043
2/25/00,LKC,841,138,0.72251,3.24,0.0234
2/27/00,LKC,842,605,3.16753,6.673,0.2113
3/2/00,LKC,844,170,0.89005,9.242,0.0822
3/5/00,LKC,846,80,0.41884,6.025,0.0252
3/9/00,LKC,847,115,0.60209,14.46,0.087
3/11/00,LKC,848,188,0.98429,2.566,0.0252
3/15/00,LKC,849,291,1.52356,6.27,0.0955
3/25/00,LKC,850,422,2.20942,5.78,0.1277
3/29/00,LKC,851,403,2.10994,3.274,0.069
4/2/00,LKC,852,150,0.78534,16.64,0.1307
4/3/00,LKC,853,445,2.32984,4.597,0.1071
4/4/00,LKC,854,130,0.68062,7.269,0.0494
4/8/00,LKC,855,590,3.089,4.962,0.1532
4/11/00,LKC,856,157,0.82198,5.09,0.0418
4/21/00,LKC,859,549,2.87434,5.296,0.1522
4/21/00,LKC,858,195,1.02094,6.824,0.0696
4/23/00,LKC,860,685,3.58638,2.212,0.0793
4/27/00,LKC,861,97,0.50785,10.6,0.0538
5/1/00,LKC,862,170,0.89005,21.52,0.1915
5/4/00,LKC,863,325,1.70157,13.93,0.2371
5/6/00,LKC,864,43,0.22513,21.3,0.0479
5/8/00,LKC,865,928,4.85863,8.489,0.4124
5/9/00,LKC,866,382,2,8.955,0.1791
5/13/00,LKC,867,340,1.7801,5.548,0.0987
5/18/00,LKC,869,318,1.66492,26.78,0.4459
5/24/00,LKC,872,373,1.95287,6.753,0.1318
5/25/00,LKC,873,207,1.08376,13.19,0.1429
5/26/00,LKC,874,37,0.19371,6.562,0.0127
6/4/00,LKC,875,26,0.13612,16.75,0.0228
6/6/00,LKC,876,439,2.29842,10.31,0.2371
6/8/00,LKC,877,126,0.65968,17.81,0.1174
6/10/00,LKC,878,149,0.7801,21.64,0.1688
6/15/00,LKC,879,88,0.46073,13.29,0.0612
6/18/00,LKC,880,27,0.14136,28.42,0.0401
6/21/00,LKC,881,103,0.53926,26.41,0.1424
6/22/00,LKC,882,210,1.09947,12.91,0.1419
7/9/00,LKC,884,180,0.9424,18.61,0.1753
7/10/00,LKC,885,78,0.40837,10.95,0.0447
7/14/00,LKC,886,237,1.24083,14.71,0.1825
7/22/00,LKC,887,313,1.63874,8.106,0.1328
7/27/00,LKC,888,62,0.3246,6.784,0.022
7/28/00,LKC,889,54,0.28272,40.85,0.1154
7/29/00,LKC,890,69,0.36125,26.01,0.0939
8/9/00,LKC,891,92,0.48167,16.1,0.0775
8/11/00,LKC,892,492,2.57591,11.4,0.2937
8/16/00,LKC,893,203,1.06282,8.821,0.0937
8/18/00,LKC,894,185,0.96858,2.858,0.0276
8/27/00,LKC,895,25,0.13089,43.74,0.0572
9/2/00,LKC,896,208,1.089,14.28,0.1555
9/3/00,LKC,897,145,0.75916,14.61,0.1109
9/11/00,LKC,898,31,0.1623,29.49,0.0478
9/12/00,LKC,899,308,1.61256,12.44,0.2007
9/15/00,LKC,900,295,1.5445,4.591,0.0709
9/16/00,LKC,901,62,0.3246,3.51,0.0113
9/21/00,LKC,902,136,0.71204,14.53,0.1034
9/23/00,LKC,904,392,2.05235,8.954,0.1837
10/4/00,LKC,905,33,0.17277,16.87,0.0291
10/5/00,LKC,906,337,1.76439,2.129,0.0375
10/9/00,LKC,907,214,1.12041,15.73,0.1762
10/16/00,LKC,908,199,1.04188,12.85,0.1339
10/18/00,LKC,909,300,1.57068,7.92,0.1243
10/27/00,LKC,911,47,0.24607,51.1,0.1257
10/29/00,LKC,912,142,0.74345,3.27,0.0243
11/3/00,LKC,913,562,2.9424,7.23,0.2127
11/6/00,LKC,914,38,0.19895,4.701,0.0093
11/9/00,LKC,915,126.5,0.6623,7.539,0.0499
11/10/00,LKC,916,231,1.20942,3.759,0.0454
11/14/00,LKC,917,335,1.75392,1.578,0.0276
11/17/00,LKC,918,64,0.33507,3.7,0.0123
11/21/00,LKC,920,68,0.35602,4.7,0.0167
11/22/00,LKC,921,31,0.1623,4.277,0.0069
11/28/00,LKC,922,135,0.7068,5,0.0353
12/10/00,LKC,925,41,0.21465,9,0.0193
12/12/00,LKC,926,276,1.44502,19,0.2745
12/14/00,LKC,927,43,0.22513,11.49,0.0258
12/17/00,LKC,928,817,4.27748,3.949,0.1689
12/19/00,LKC,929,212,1.10994,3.162,0.0351
12/22/00,LKC,930,44,0.23036,13,0.0299
12/24/00,LKC,931,34,0.17801,12.8,0.0227
12/30/00,LKC,933,309,1.6178,2.065,0.0334
1/4/01,LKC,934,38,0.19895,13.1,0.026
1/7/01,LKC,935,31,0.1623,12.6,0.0204
1/19/01,LKC,936,120,0.62827,4.9,0.0307
1/21/01,LKC,937,45,0.2356,8.1,0.019
1/27/01,LKC,938,51,0.26701,14.2,0.0379
1/30/01,LKC,939,524,2.74345,3.3,0.0905
2/2/01,LKC,940,74,0.38743,3.2,0.0123
2/4/01,LKC,941,325,1.70157,4.665,0.0793
2/14/01,LKC,942,225,1.17801,6.4,0.0753
2/17/01,LKC,943,25,0.13089,14.3,0.0187
2/23/01,LKC,944,188,0.98429,8.6,0.0846
3/5/01,LKC,945,241,1.26178,2.06,0.0259
3/13/01,LKC,946,180,0.9424,4.322,0.0407
3/27/01,LKC,948,199,1.04188,6.151,0.064
3/30/01,LKC,949,398,2.08376,3.99,0.0831
4/6/01,LKC,950,223,1.16753,14.9,0.1739
4/12/01,LKC,951,138,0.72251,16.2,0.117
4/21/01,LKC,952,111,0.58115,9.535,0.0554
4/24/01,LKC,953,80,0.41884,10.6,0.0443
5/12/01,LKC,954,473,2.47643,5.961,0.1476
5/18/01,LKC,955,61,0.31937,9.5,0.0303
5/23/01,LKC,956,41,0.21465,26.8,0.0575
5/26/01,LKC,957,479,2.50785,10.7,0.2683
6/4/01,LKC,958,154,0.80628,33.61,0.271
6/11/01,LKC,959,53,0.27748,13,0.0359
6/16/01,LKC,960,572,2.99476,12.96,0.3881
6/19/01,LKC,961,392,2.05235,12.96,0.2659
6/30/01,LKC,962,567,2.96858,10.87,0.3226
7/1/01,LKC,963,152,0.79581,18,0.1432
7/10/01,LKC,965,493,2.58115,14.8,0.382
7/12/01,LKC,966,175,0.91623,11,0.1007
7/13/01,LKC,967,269,1.40837,5.6,0.0788
7/24/01,LKC,969,159,0.83246,16.54,0.1377
8/2/01,LKC,970,151,0.79057,26.49,0.2094
8/7/01,LKC,971,81,0.42408,12.09,0.0512
8/8/01,LKC,972,188,0.98429,23.23,0.2286
8/16/01,LKC,974,460,2.40837,12.31,0.2965
8/19/01,LKC,975,98,0.51308,38,0.1949
8/20/01,LKC,976,431,2.25654,14.2,0.3204
8/28/01,LKC,977,496,2.59685,5.5,0.1428
9/1/01,LKC,978,962,5.03664,12.2,0.6144
9/11/01,LKC,979,44,0.23036,27.3,0.0628
9/20/01,LKC,980,537,2.81151,4.5,0.1265
9/22/01,LKC,981,51,0.26701,8.8,0.0234
9/24/01,LKC,982,779,4.07853,7.1,0.2895
10/6/01,LKC,983,389,2.03664,5.6,0.114
10/15/01,LKC,984,210,1.09947,10.1,0.111
10/17/01,LKC,985,64,0.33507,12.8,0.0428
10/17/01,LKC,986,22,0.11518,17.8,0.0205
10/21/01,LKC,988,473,2.47643,9.55,0.2365
10/23/01,LKC,989,271,1.41884,10.5,0.1489
10/26/01,LKC,990,171,0.89528,4.9,0.0438
10/31/01,LKC,991,189,0.98952,17.5,0.1731
11/2/01,LKC,992,238,1.24607,13.5,0.1682
11/4/01,LKC,993,545,2.8534,3.4,0.097
11/8/01,LKC,994,29,0.15183,16.8,0.0255
11/10/01,LKC,995,105,0.54973,13.05,0.0717
11/11/01,LKC,996,130,0.68062,5.9,0.0401
11/15/01,LKC,998,106,0.55497,16.1,0.0893
11/20/01,LKC,999,184,0.96335,9.6,0.0924
11/25/01,LCH,1,97,0.50785,15.46,0.0785
11/27/01,LCH,2,122,0.63874,10,0.0639
11/29/01,LCH,3,380,1.98952,6.989,0.139
12/3/01,LCH,4,180,0.9424,20.28,0.1912
12/5/01,LCH,5,30,0.15706,17.46,0.0274
12/9/01,LCH,6,32,0.16753,16.64,0.0278
12/13/01,LCH,7,128,0.67015,18.03,0.1208
12/14/01,LCH,8,285,1.49214,2.316,0.0345
12/17/01,LCH,9,189,0.98952,3.544,0.035
12/20/01,LCH,10,83,0.43455,14.64,0.0636
12/22/01,LCH,11,50,0.26178,10.93,0.0286
1/1/02,LCH,14,63,0.32984,16.09,0.0531
1/6/02,LCH,15,97,0.50785,7.418,0.0376
1/10/02,LCH,16,67,0.35078,28.45,0.0997
1/15/02,LCH,17,131,0.68586,5.06,0.0347
1/17/02,LCH,18,97,0.50785,4.667,0.0237
1/23/02,LCH,20,367,1.92146,4.671,0.0897
1/25/02,LCH,21,43,0.22513,28.8,0.0648
1/30/02,LCH,22,99,0.51832,3.413,0.0176
1/31/02,LCH,23,694,3.6335,3.708,0.1347
2/12/02,LCH,25,34,0.17801,13.88,0.0247
2/16/02,LCH,26,130,0.68062,5.832,0.0396
2/20/02,LCH,27,112,0.58638,11.59,0.068
4/1/02,LCH,28,92,0.48167,4.565,0.0219
4/3/02,LCH,29,113,0.59162,13.58,0.0803
4/8/02,LCH,31,118,0.6178,27.24,0.1683
4/18/02,LCH,32,53,0.27748,12.39,0.0343
4/22/02,LCH,33,106,0.55497,9.913,0.055
4/25/02,LCH,34,231,1.20942,5.31,0.0642
4/28/02,LCH,35,405,2.12041,4.97,0.1053
5/8/02,LCH,36,78,0.40837,13.51,0.0552
5/9/02,LCH,37,915,4.79057,4.88,0.2337
5/16/02,LCH,38,681,3.56544,6.104,0.2176
5/18/02,LCH,39,92,0.48167,6.001,0.0289
5/20/02,LCH,40,151,0.79057,15.64,0.1236
5/24/02,LCH,41,137,0.71727,37.69,0.2703
5/30/02,LCH,42,89,0.46596,11.03,0.0514
5/31/02,LCH,43,420,2.19895,4.997,0.1098
6/2/02,LCH,44,21,0.10994,40.92,0.0449
6/4/02,LCH,45,94,0.49214,18.81,0.0925
6/5/02,LCH,46,530,2.77486,5.01,0.139
6/11/02,LCH,47,927,4.8534,8.44,0.4096
6/12/02,LCH,48,121,0.6335,9.03,0.0572
6/15/02,LCH,49,388,2.03141,5.962,0.1211
6/16/02,LCH,50,313,1.63874,9.851,0.1614
6/21/02,LCH,51,736,3.8534,15.49,0.597
6/25/02,LCH,52,72,0.37696,28.77,0.1084
6/26/02,LCH,53,261,1.36649,21.8,0.2979
6/27/02,LCH,54,616,3.22513,7.722,0.249
7/3/02,LCH,55,41,0.21465,40.46,0.0868
7/4/02,LCH,56,89,0.46596,20.04,0.0934
7/5/02,LCH,57,491,2.57068,15.18,0.3904
7/8/02,LCH,58,894,4.68062,12.4,0.5804
7/16/02,LCH,59,208,1.089,20.88,0.2274
7/22/02,LCH,60,147,0.76963,16.07,0.1237
7/26/02,LCH,61,130,0.68062,18.45,0.1255
7/28/02,LCH,62,308,1.61256,7.103,0.1145
8/5/02,LCH,64,314,1.64397,10.09,0.1659
8/9/02,LCH,65,95,0.49738,36.14,0.1797
8/15/02,LCH,66,46,0.24083,18.4,0.0443
8/19/02,LCH,67,51,0.26701,13.83,0.0369
8/22/02,LCH,68,275,1.43979,18.84,0.2713
8/29/02,LCH,69,114,0.59685,8.016,0.0478
9/11/02,LCH,70,680,3.5602,9.336,0.3324
9/11/02,LCH,71,459,2.40314,4.09,0.0983
9/13/02,LCH,72,80,0.41884,16.95,0.071
9/14/02,LCH,73,762,3.98952,12.34,0.4923
9/15/02,LCH,74,266,1.39267,8.838,0.123
9/21/02,LCH,75,450,2.35602,2.506,0.059
9/22/02,LCH,76,847,4.43455,10.64,0.472
9/27/02,LCH,77,835,4.37172,2.273,0.0993
10/2/02,LCH,80,184,0.96335,11.41,0.11
10/2/02,LCH,79,121,0.6335,15.87,0.1005
10/13/02,LCH,82,155,0.81151,10.96,0.089
10/16/02,LCH,83,792,4.14659,2.019,0.0837
10/17/02,LCH,84,192,1.00523,1.843,0.0185
10/19/02,LCH,85,389,2.03664,7.938,0.1616
10/26/02,LCH,87,348,1.82198,4.441,0.0809
11/1/02,LCH,89,92,0.48167,5.82,0.028
11/4/02,LCH,90,71,0.37172,9.29,0.0345
11/6/02,LCH,91,204,1.06806,4.364,0.0466
11/11/02,LCH,92,71,0.37172,12.18,0.0452
11/12/02,LCH,93,226,1.18324,2.57,0.0304
11/15/02,LCH,94,37,0.19371,7.625,0.0147
11/16/02,LCH,95,531,2.7801,0.949,0.0263
11/22/02,LCH,97,497,2.60209,1.341,0.0349
11/29/02,LCH,99,137,0.71727,5.563,0.0399
11/30/02,LCH,100,124,0.64921,5.678,0.0368
12/8/02,LCH,101,80,0.41884,8.9,0.0372
12/12/02,LCH,102,73,0.38219,2.93,0.0111
12/14/02,LCH,103,107,0.5602,13.7,0.0767
12/14/02,LCH,104,118,0.6178,3.952,0.0244
12/20/02,LCH,106,278,1.45549,6.849,0.0996
12/25/02,LCH,107,131,0.68586,4.022,0.0275
12/29/02,LCH,108,34,0.17801,13.69,0.0243
12/31/02,LCH,109,435,2.27748,5.198,0.1183
1/4/03,LCH,110,152,0.79581,1.527,0.0121
1/7/03,LCH,111,181,0.94764,2.565,0.0243
1/9/03,LCH,112,106,0.55497,2.424,0.0134
1/20/03,LCH,113,36,0.18848,6.72,0.0126
1/26/03,LCH,114,77,0.40314,5.94,0.0239
2/2/03,LCH,115,123,0.64397,10.63,0.0684
2/4/03,LCH,116,192,1.00523,5.515,0.0554
2/9/03,LCH,117,33,0.17277,14.4,0.0248
2/12/03,LCH,119,40,0.20942,6.735,0.0141
2/18/03,LCH,120,35,0.18324,4.05,0.0074
2/23/03,LCH,121,198,1.03664,8.72,0.0903
3/1/03,LCH,122,127,0.66492,7.62,0.0506
3/5/03,LCH,123,151,0.79057,11.5,0.0909
3/12/03,LCH,124,64,0.33507,13.91,0.0466
3/20/03,LCH,125,488,2.55497,3.74,0.0955
3/23/03,LCH,126,158,0.82722,7.23,0.0598
3/25/03,LCH,127,189,0.98952,13.53,0.1338
3/29/03,LCH,128,508,2.65968,4.955,0.1317
